Date,Scheme_Name,NAV
2025-10-28,Scheme_02,139.5917
2025-10-29,Scheme_02,140.0785
2025-10-30,Scheme_02,138.8206
2025-10-31,Scheme_02,140.2439
2025-11-03,Scheme_02,141.8695
2025-11-04,Scheme_02,142.9673
2025-11-05,Scheme_02,141.235
2025-11-06,Scheme_02,140.8468
2025-11-07,Scheme_02,140.3616
2025-11-10,Scheme_02,140.9841
2025-11-11,Scheme_02,142.2482
2025-11-12,Scheme_02,143.2999
2025-11-13,Scheme_02,143.0591
2025-11-14,Scheme_02,141.481
2025-11-17,Scheme_02,140.5011
2025-11-18,Scheme_02,140.1916
2025-11-19,Scheme_02,139.9445
2025-11-20,Scheme_02,139.8424
2025-11-21,Scheme_02,140.0881
2025-11-24,Scheme_02,140.2986
2025-11-25,Scheme_02,141.188
2025-11-26,Scheme_02,141.1609
2025-11-27,Scheme_02,141.1891
2025-11-28,Scheme_02,139.9587
2025-12-01,Scheme_02,138.716
2025-12-02,Scheme_02,138.5969
2025-12-03,Scheme_02,137.1512
2025-12-04,Scheme_02,137.5973
2025-12-05,Scheme_02,135.7587
2025-12-08,Scheme_02,133.866
2025-12-09,Scheme_02,135.0584
2025-12-10,Scheme_02,134.8199
2025-12-11,Scheme_02,135.5405
2025-12-12,Scheme_02,134.2033
2025-12-15,Scheme_02,132.1088
2025-12-16,Scheme_02,130.507
2025-12-17,Scheme_02,130.6421
2025-12-18,Scheme_02,130.2363
2025-12-19,Scheme_02,131.2239
2025-12-22,Scheme_02,130.8462
2025-12-23,Scheme_02,130.556
2025-12-24,Scheme_02,130.5619
2025-12-25,Scheme_02,128.2024
2025-12-26,Scheme_02,128.8762
2025-12-29,Scheme_02,127.489
2025-12-30,Scheme_02,126.4817
2025-12-31,Scheme_02,125.6679
2026-01-01,Scheme_02,125.0707
2022-01-03,Scheme_03,99.5604
2022-01-04,Scheme_03,99.7898
2022-01-05,Scheme_03,100.1268
2022-01-06,Scheme_03,101.0061
2022-01-07,Scheme_03,100.3923
2022-01-10,Scheme_03,100.6731
2022-01-11,Scheme_03,101.2186
2022-01-12,Scheme_03,101.7854
2022-01-13,Scheme_03,99.8068
2022-01-14,Scheme_03,99.6515
2022-01-17,Scheme_03,99.626
2022-01-18,Scheme_03,98.837
2022-01-19,Scheme_03,98.4316
2022-01-20,Scheme_03,98.1271
2022-01-21,Scheme_03,96.2583
2022-01-24,Scheme_03,95.4498
2022-01-25,Scheme_03,95.0799
2022-01-26,Scheme_03,94.26
2022-01-27,Scheme_03,94.3905
2022-01-28,Scheme_03,94.5566
2022-01-31,Scheme_03,95.2804
2022-02-01,Scheme_03,94.9309
2022-02-02,Scheme_03,96.5356
2022-02-03,Scheme_03,96.469
2022-02-04,Scheme_03,96.607
2022-02-07,Scheme_03,96.7972
2022-02-08,Scheme_03,96.6273
2022-02-09,Scheme_03,96.0154
2022-02-10,Scheme_03,95.8964
2022-02-11,Scheme_03,95.6381
2022-02-14,Scheme_03,95.3297
2022-02-15,Scheme_03,95.2539
2022-02-16,Scheme_03,95.5561
2022-02-17,Scheme_03,96.1017
2022-02-18,Scheme_03,95.8475
2022-02-21,Scheme_03,95.9369
2022-02-22,Scheme_03,96.0833
2022-02-23,Scheme_03,96.8169
2022-02-24,Scheme_03,96.9854
2022-02-25,Scheme_03,96.504
2022-02-28,Scheme_03,96.5832
2022-03-01,Scheme_03,96.1533
2022-03-02,Scheme_03,94.8664
2022-03-03,Scheme_03,93.7031
2022-03-04,Scheme_03,92.0063
2022-03-07,Scheme_03,91.1699
2022-03-08,Scheme_03,91.4299
2022-03-09,Scheme_03,91.1837
2022-03-10,Scheme_03,90.9439
2022-03-11,Scheme_03,91.7082
2022-03-14,Scheme_03,92.7944
2022-03-15,Scheme_03,92.9873
2022-03-16,Scheme_03,92.5586
2022-03-17,Scheme_03,92.0752
2022-03-18,Scheme_03,93.3163
2022-03-21,Scheme_03,93.284
2022-03-22,Scheme_03,94.8539
2022-03-23,Scheme_03,94.9316
2022-03-24,Scheme_03,93.7673
2022-03-25,Scheme_03,93.596
2022-03-28,Scheme_03,94.1657
2022-03-29,Scheme_03,93.8506
2022-03-30,Scheme_03,93.3155
2022-03-31,Scheme_03,91.8945
2022-04-01,Scheme_03,91.8455
2022-04-04,Scheme_03,91.1308
2022-04-05,Scheme_03,90.8826
2022-04-06,Scheme_03,90.2088
2022-04-07,Scheme_03,89.7674
2022-04-08,Scheme_03,90.8974
2022-04-11,Scheme_03,89.5644
2022-04-12,Scheme_03,88.7418
2022-04-13,Scheme_03,88.4477
2022-04-14,Scheme_03,88.9726
2022-04-15,Scheme_03,88.7126
2022-04-18,Scheme_03,88.889
2022-04-19,Scheme_03,88.0143
2022-04-20,Scheme_03,88.2297
2022-04-21,Scheme_03,87.7399
2022-04-22,Scheme_03,86.2915
2022-04-25,Scheme_03,86.6013
2022-04-26,Scheme_03,86.9139
2022-04-27,Scheme_03,87.2562
2022-04-28,Scheme_03,87.5317
2022-04-29,Scheme_03,87.4838
2022-05-02,Scheme_03,87.494
2022-05-03,Scheme_03,87.3967
2022-05-04,Scheme_03,86.9819
2022-05-05,Scheme_03,87.3017
2022-05-06,Scheme_03,86.7369
2022-05-09,Scheme_03,86.5937
2022-05-10,Scheme_03,85.0659
2022-05-11,Scheme_03,83.8155
2022-05-12,Scheme_03,83.3256
2022-05-13,Scheme_03,82.9151
2022-05-16,Scheme_03,82.2045
2022-05-17,Scheme_03,80.6667
2022-05-18,Scheme_03,80.923
2022-05-19,Scheme_03,82.0904
2022-05-20,Scheme_03,81.9713
2022-05-23,Scheme_03,82.3394
2022-05-24,Scheme_03,80.4439
2022-05-25,Scheme_03,81.564
2022-05-26,Scheme_03,81.8958
2022-05-27,Scheme_03,81.5772
2022-05-30,Scheme_03,81.4936
2022-05-31,Scheme_03,81.9805
2022-06-01,Scheme_03,80.828
2022-06-02,Scheme_03,79.973
2022-06-03,Scheme_03,79.6691
2022-06-06,Scheme_03,79.7206
2022-06-07,Scheme_03,79.4216
2022-06-08,Scheme_03,79.5458
2022-06-09,Scheme_03,79.2611
2022-06-10,Scheme_03,78.9772
2022-06-13,Scheme_03,78.7823
2022-06-14,Scheme_03,79.2148
2022-06-15,Scheme_03,79.0505
2022-06-16,Scheme_03,78.569
2022-06-17,Scheme_03,79.9652
2022-06-20,Scheme_03,78.6712
2022-06-21,Scheme_03,78.3954
2022-06-22,Scheme_03,78.6069
2022-06-23,Scheme_03,78.4165
2022-06-24,Scheme_03,79.636
2022-06-27,Scheme_03,80.3863
2022-06-28,Scheme_03,79.839
2022-06-29,Scheme_03,80.9594
2022-06-30,Scheme_03,82.0522
2022-07-01,Scheme_03,82.9815
2022-07-04,Scheme_03,83.7112
2022-07-05,Scheme_03,83.8022
2022-07-06,Scheme_03,82.5914
2022-07-07,Scheme_03,83.3337
2022-07-08,Scheme_03,82.8909
2022-07-11,Scheme_03,83.1281
2022-07-12,Scheme_03,84.2273
2022-07-13,Scheme_03,84.2613
2022-07-14,Scheme_03,84.1994
2022-07-15,Scheme_03,82.8079
2022-07-18,Scheme_03,82.9191
2022-07-19,Scheme_03,82.5074
2022-07-20,Scheme_03,83.0792
2022-07-21,Scheme_03,81.579
2022-07-22,Scheme_03,81.6838
2022-07-25,Scheme_03,81.3908
2022-07-26,Scheme_03,81.1329
2022-07-27,Scheme_03,80.7149
2022-07-28,Scheme_03,80.5963
2022-07-29,Scheme_03,80.05
2022-08-01,Scheme_03,79.6135
2022-08-02,Scheme_03,80.6395
2022-08-03,Scheme_03,80.1077
2022-08-04,Scheme_03,80.3631
2022-08-05,Scheme_03,79.3643
2022-08-08,Scheme_03,80.9856
2022-08-09,Scheme_03,81.5391
2022-08-10,Scheme_03,81.073
2022-08-11,Scheme_03,81.0455
2022-08-12,Scheme_03,81.8891
2022-08-15,Scheme_03,82.5041
2022-08-16,Scheme_03,82.2122
2022-08-17,Scheme_03,82.3487
2022-08-18,Scheme_03,81.8546
2022-08-19,Scheme_03,81.9013
2022-08-22,Scheme_03,81.0668
2022-08-23,Scheme_03,80.5209
2022-08-24,Scheme_03,80.9921
2022-08-25,Scheme_03,79.8195
2022-08-26,Scheme_03,79.168
2022-08-29,Scheme_03,78.6007
2022-08-30,Scheme_03,78.6324
2022-08-31,Scheme_03,78.5568
2022-09-01,Scheme_03,78.2301
2022-09-02,Scheme_03,78.5072
2022-09-05,Scheme_03,78.4868
2022-09-06,Scheme_03,78.8397
2022-09-07,Scheme_03,78.0822
2022-09-08,Scheme_03,77.4135
2022-09-09,Scheme_03,76.6684
2022-09-12,Scheme_03,77.3205
2022-09-13,Scheme_03,77.4035
2022-09-14,Scheme_03,77.3127
2022-09-15,Scheme_03,77.4355
2022-09-16,Scheme_03,77.6819
2022-09-19,Scheme_03,77.7934
2022-09-20,Scheme_03,77.8433
2022-09-21,Scheme_03,77.8745
2022-09-22,Scheme_03,78.3738
2022-09-23,Scheme_03,77.3939
2022-09-26,Scheme_03,77.8757
2022-09-27,Scheme_03,78.7196
2022-09-28,Scheme_03,78.3458
2022-09-29,Scheme_03,78.2766
2022-09-30,Scheme_03,76.9701
2022-10-03,Scheme_03,76.9955
2022-10-04,Scheme_03,77.0639
2022-10-05,Scheme_03,77.3214
2022-10-06,Scheme_03,77.2318
2022-10-07,Scheme_03,76.6538
2022-10-10,Scheme_03,76.3602
2022-10-11,Scheme_03,76.3461
2022-10-12,Scheme_03,76.2946
2022-10-13,Scheme_03,74.5272
2022-10-14,Scheme_03,74.7038
2022-10-17,Scheme_03,74.8002
2022-10-18,Scheme_03,74.4047
2022-10-19,Scheme_03,74.8453
2022-10-20,Scheme_03,75.1302
2022-10-21,Scheme_03,74.6307
2022-10-24,Scheme_03,75.0073
2022-10-25,Scheme_03,74.5634
2022-10-26,Scheme_03,73.872
2022-10-27,Scheme_03,73.3726
2022-10-28,Scheme_03,72.1011
2022-10-31,Scheme_03,71.7778
2022-11-01,Scheme_03,73.2026
2022-11-02,Scheme_03,72.2671
2022-11-03,Scheme_03,71.7682
2022-11-04,Scheme_03,72.0486
2022-11-07,Scheme_03,72.3485
2022-11-08,Scheme_03,72.3835
2022-11-09,Scheme_03,72.1485
2022-11-10,Scheme_03,72.3571
2022-11-11,Scheme_03,72.0704
2022-11-14,Scheme_03,71.8346
2022-11-15,Scheme_03,71.9558
2022-11-16,Scheme_03,70.9156
2022-11-17,Scheme_03,70.8528
2022-11-18,Scheme_03,70.9229
2022-11-21,Scheme_03,70.9333
2022-11-22,Scheme_03,70.3692
2022-11-23,Scheme_03,70.5852
2022-11-24,Scheme_03,70.4728
2022-11-25,Scheme_03,71.3245
2022-11-28,Scheme_03,71.2644
2022-11-29,Scheme_03,71.1716
2022-11-30,Scheme_03,70.7675
2022-12-01,Scheme_03,70.7532
2022-12-02,Scheme_03,70.3883
2022-12-05,Scheme_03,71.3342
2022-12-06,Scheme_03,70.3013
2022-12-07,Scheme_03,71.7384
2022-12-08,Scheme_03,71.505
2022-12-09,Scheme_03,71.1437
2022-12-12,Scheme_03,71.492
2022-12-13,Scheme_03,70.9979
2022-12-14,Scheme_03,71.3642
2022-12-15,Scheme_03,70.728
2022-12-16,Scheme_03,70.3463
2022-12-19,Scheme_03,69.9936
2022-12-20,Scheme_03,70.3932
2022-12-21,Scheme_03,71.0969
2022-12-22,Scheme_03,70.7589
2022-12-23,Scheme_03,71.5601
2022-12-26,Scheme_03,71.6488
2022-12-27,Scheme_03,71.1239
2022-12-28,Scheme_03,72.2749
2022-12-29,Scheme_03,71.5869
2022-12-30,Scheme_03,72.848
2023-01-02,Scheme_03,72.4514
2023-01-03,Scheme_03,72.6775
2023-01-04,Scheme_03,72.8281
2023-01-05,Scheme_03,72.6926
2023-01-06,Scheme_03,73.2261
2023-01-09,Scheme_03,73.4307
2023-01-10,Scheme_03,73.4249
2023-01-11,Scheme_03,73.8659
2023-01-12,Scheme_03,74.5651
2023-01-13,Scheme_03,74.047
2023-01-16,Scheme_03,73.4801
2023-01-17,Scheme_03,73.7984
2023-01-18,Scheme_03,73.6597
2023-01-19,Scheme_03,73.3623
2023-01-20,Scheme_03,73.5314
2023-01-23,Scheme_03,73.8009
2023-01-24,Scheme_03,74.6438
2023-01-25,Scheme_03,75.7274
2023-01-26,Scheme_03,75.5291
2023-01-27,Scheme_03,74.7994
2023-01-30,Scheme_03,74.4279
2023-01-31,Scheme_03,74.7516
2023-02-01,Scheme_03,75.4624
2023-02-02,Scheme_03,76.2485
2023-02-03,Scheme_03,76.9947
2023-02-06,Scheme_03,77.388
2023-02-07,Scheme_03,78.4541
2023-02-08,Scheme_03,79.1832
2023-02-09,Scheme_03,79.3152
2023-02-10,Scheme_03,78.8299
2023-02-13,Scheme_03,78.2263
2023-02-14,Scheme_03,77.9658
2023-02-15,Scheme_03,77.6541
2023-02-16,Scheme_03,77.6365
2023-02-17,Scheme_03,76.8907
2023-02-20,Scheme_03,76.4103
2023-02-21,Scheme_03,76.0289
2023-02-22,Scheme_03,76.1809
2023-02-23,Scheme_03,75.7844
2023-02-24,Scheme_03,75.9154
2023-02-27,Scheme_03,75.7325
2023-02-28,Scheme_03,76.1403
2023-03-01,Scheme_03,76.5299
2023-03-02,Scheme_03,76.0888
2023-03-03,Scheme_03,75.99
2023-03-06,Scheme_03,76.636
2023-03-07,Scheme_03,77.1018
2023-03-08,Scheme_03,77.181
2023-03-09,Scheme_03,77.4466
2023-03-10,Scheme_03,77.2139
2023-03-13,Scheme_03,77.1748
2023-03-14,Scheme_03,76.6761
2023-03-15,Scheme_03,77.2856
2023-03-16,Scheme_03,76.8017
2023-03-17,Scheme_03,76.2994
2023-03-20,Scheme_03,76.5471
2023-03-21,Scheme_03,76.525
2023-03-22,Scheme_03,76.674
2023-03-23,Scheme_03,76.6747
2023-03-24,Scheme_03,77.46
2023-03-27,Scheme_03,77.4736
2023-03-28,Scheme_03,77.4343
2023-03-29,Scheme_03,77.954
2023-03-30,Scheme_03,78.8261
2023-03-31,Scheme_03,78.5296
2023-04-03,Scheme_03,79.2077
2023-04-04,Scheme_03,80.7354
2023-04-05,Scheme_03,80.7199
2023-04-06,Scheme_03,80.5824
2023-04-07,Scheme_03,80.8888
2023-04-10,Scheme_03,80.513
2023-04-11,Scheme_03,80.6569
2023-04-12,Scheme_03,80.0845
2023-04-13,Scheme_03,80.0669
2023-04-14,Scheme_03,79.6455
2023-04-17,Scheme_03,78.2214
2023-04-18,Scheme_03,77.8363
2023-04-19,Scheme_03,77.5743
2023-04-20,Scheme_03,77.4294
2023-04-21,Scheme_03,77.5434
2023-04-24,Scheme_03,78.1522
2023-04-25,Scheme_03,78.1445
2023-04-26,Scheme_03,78.04
2023-04-27,Scheme_03,77.7427
2023-04-28,Scheme_03,77.8703
2023-05-01,Scheme_03,77.4346
2023-05-02,Scheme_03,77.7202
2023-05-03,Scheme_03,77.8626
2023-05-04,Scheme_03,77.777
2023-05-05,Scheme_03,78.0158
2023-05-08,Scheme_03,78.05
2023-05-09,Scheme_03,77.6593
2023-05-10,Scheme_03,77.206
2023-05-11,Scheme_03,77.5103
2023-05-12,Scheme_03,77.6444
2023-05-15,Scheme_03,77.2534
2023-05-16,Scheme_03,77.8017
2023-05-17,Scheme_03,79.3046
2023-05-18,Scheme_03,79.624
2023-05-19,Scheme_03,78.6782
2023-05-22,Scheme_03,77.8678
2023-05-23,Scheme_03,78.3598
2023-05-24,Scheme_03,78.6852
2023-05-25,Scheme_03,77.7911
2023-05-26,Scheme_03,77.3412
2023-05-29,Scheme_03,77.2834
2023-05-30,Scheme_03,77.3225
2023-05-31,Scheme_03,77.0899
2023-06-01,Scheme_03,77.118
2023-06-02,Scheme_03,77.3932
2023-06-05,Scheme_03,77.776
2023-06-06,Scheme_03,78.0527
2023-06-07,Scheme_03,78.3418
2023-06-08,Scheme_03,78.7999
2023-06-09,Scheme_03,79.7165
2023-06-12,Scheme_03,79.3081
2023-06-13,Scheme_03,80.4687
2023-06-14,Scheme_03,81.0298
2023-06-15,Scheme_03,80.8062
2023-06-16,Scheme_03,80.5156
2023-06-19,Scheme_03,80.9721
2023-06-20,Scheme_03,81.0028
2023-06-21,Scheme_03,80.9102
2023-06-22,Scheme_03,81.4602
2023-06-23,Scheme_03,81.806
2023-06-26,Scheme_03,82.0087
2023-06-27,Scheme_03,80.8614
2023-06-28,Scheme_03,80.2975
2023-06-29,Scheme_03,79.9663
2023-06-30,Scheme_03,79.5227
2023-07-03,Scheme_03,80.7778
2023-07-04,Scheme_03,80.874
2023-07-05,Scheme_03,80.4041
2023-07-06,Scheme_03,80.4554
2023-07-07,Scheme_03,80.4172
2023-07-10,Scheme_03,80.534
2023-07-11,Scheme_03,81.0057
2023-07-12,Scheme_03,80.6681
2023-07-13,Scheme_03,80.7152
2023-07-14,Scheme_03,80.4893
2023-07-17,Scheme_03,81.503
2023-07-18,Scheme_03,80.6762
2023-07-19,Scheme_03,81.3294
2023-07-20,Scheme_03,80.9073
2023-07-21,Scheme_03,80.0934
2023-07-24,Scheme_03,79.9859
2023-07-25,Scheme_03,80.1762
2023-07-26,Scheme_03,80.1851
2023-07-27,Scheme_03,80.6978
2023-07-28,Scheme_03,80.355
2023-07-31,Scheme_03,79.9366
2023-08-01,Scheme_03,80.9472
2023-08-02,Scheme_03,81.224
2023-08-03,Scheme_03,81.4882
2023-08-04,Scheme_03,80.7519
2023-08-07,Scheme_03,81.1206
2023-08-08,Scheme_03,81.4528
2023-08-09,Scheme_03,81.9411
2023-08-10,Scheme_03,81.7314
2023-08-11,Scheme_03,81.7421
2023-08-14,Scheme_03,80.5079
2023-08-15,Scheme_03,80.3372
2023-08-16,Scheme_03,80.6078
2023-08-17,Scheme_03,82.2485
2023-08-18,Scheme_03,81.2208
2023-08-21,Scheme_03,81.2901
2023-08-22,Scheme_03,80.9522
2023-08-23,Scheme_03,81.1863
2023-08-24,Scheme_03,81.5305
2023-08-25,Scheme_03,81.3922
2023-08-28,Scheme_03,81.7585
2023-08-29,Scheme_03,82.3718
2023-08-30,Scheme_03,82.2983
2023-08-31,Scheme_03,83.3927
2023-09-01,Scheme_03,83.4766
2023-09-04,Scheme_03,82.7239
2023-09-05,Scheme_03,82.3316
2023-09-06,Scheme_03,81.6427
2023-09-07,Scheme_03,81.0072
2023-09-08,Scheme_03,80.7177
2023-09-11,Scheme_03,81.4945
2023-09-12,Scheme_03,82.2036
2023-09-13,Scheme_03,82.618
2023-09-14,Scheme_03,80.625
2023-09-15,Scheme_03,79.814
2023-09-18,Scheme_03,80.0384
2023-09-19,Scheme_03,79.9791
2023-09-20,Scheme_03,79.2411
2023-09-21,Scheme_03,79.0044
2023-09-22,Scheme_03,79.0678
2023-09-25,Scheme_03,78.5829
2023-09-26,Scheme_03,78.2461
2023-09-27,Scheme_03,77.9051
2023-09-28,Scheme_03,78.184
2023-09-29,Scheme_03,79.1227
2023-10-02,Scheme_03,79.6754
2023-10-03,Scheme_03,78.9512
2023-10-04,Scheme_03,78.6108
2023-10-05,Scheme_03,78.5901
2023-10-06,Scheme_03,79.5626
2023-10-09,Scheme_03,79.4136
2023-10-10,Scheme_03,78.8616
2023-10-11,Scheme_03,78.099
2023-10-12,Scheme_03,78.8113
2023-10-13,Scheme_03,78.519
2023-10-16,Scheme_03,79.1809
2023-10-17,Scheme_03,79.0297
2023-10-18,Scheme_03,78.6072
2023-10-19,Scheme_03,78.9258
2023-10-20,Scheme_03,79.4981
2023-10-23,Scheme_03,79.404
2023-10-24,Scheme_03,80.1567
2023-10-25,Scheme_03,80.5441
2023-10-26,Scheme_03,82.5829
2023-10-27,Scheme_03,83.0675
2023-10-30,Scheme_03,82.4493
2023-10-31,Scheme_03,82.4385
2023-11-01,Scheme_03,82.3796
2023-11-02,Scheme_03,83.538
2023-11-03,Scheme_03,83.2326
2023-11-06,Scheme_03,83.7458
2023-11-07,Scheme_03,83.5639
2023-11-08,Scheme_03,83.1183
2023-11-09,Scheme_03,83.8355
2023-11-10,Scheme_03,82.5084
2023-11-13,Scheme_03,82.1031
2023-11-14,Scheme_03,81.3126
2023-11-15,Scheme_03,81.5616
2023-11-16,Scheme_03,82.8723
2023-11-17,Scheme_03,83.1583
2023-11-20,Scheme_03,82.5076
2023-11-21,Scheme_03,82.246
2023-11-22,Scheme_03,83.0378
2023-11-23,Scheme_03,83.739
2023-11-24,Scheme_03,85.2202
2023-11-27,Scheme_03,86.0756
2023-11-28,Scheme_03,85.9075
2023-11-29,Scheme_03,84.8566
2023-11-30,Scheme_03,84.6786
2023-12-01,Scheme_03,84.5783
2023-12-04,Scheme_03,85.4599
2023-12-05,Scheme_03,84.7517
2023-12-06,Scheme_03,84.5642
2023-12-07,Scheme_03,84.9424
2023-12-08,Scheme_03,84.8638
2023-12-11,Scheme_03,84.324
2023-12-12,Scheme_03,84.3082
2023-12-13,Scheme_03,83.6303
2023-12-14,Scheme_03,84.0374
2023-12-15,Scheme_03,85.1261
2023-12-18,Scheme_03,83.8199
2023-12-19,Scheme_03,84.7484
2023-12-20,Scheme_03,83.704
2023-12-21,Scheme_03,85.4414
2023-12-22,Scheme_03,84.8407
2023-12-25,Scheme_03,84.9989
2023-12-26,Scheme_03,84.4451
2023-12-27,Scheme_03,84.3919
2023-12-28,Scheme_03,84.9767
2023-12-29,Scheme_03,83.7847
2024-01-01,Scheme_03,83.5057
2024-01-02,Scheme_03,83.3652
2024-01-03,Scheme_03,82.7694
2024-01-04,Scheme_03,82.9239
2024-01-05,Scheme_03,84.9174
2024-01-08,Scheme_03,84.4001
2024-01-09,Scheme_03,83.7922
2024-01-10,Scheme_03,83.809
2024-01-11,Scheme_03,82.9913
2024-01-12,Scheme_03,84.0527
2024-01-15,Scheme_03,85.5067
2024-01-16,Scheme_03,84.5642
2024-01-17,Scheme_03,84.6974
2024-01-18,Scheme_03,84.4038
2024-01-19,Scheme_03,83.111
2024-01-22,Scheme_03,82.5198
2024-01-23,Scheme_03,82.4988
2024-01-24,Scheme_03,83.2614
2024-01-25,Scheme_03,83.578
2024-01-26,Scheme_03,84.0917
2024-01-29,Scheme_03,84.2792
2024-01-30,Scheme_03,84.223
2024-01-31,Scheme_03,84.7028
2024-02-01,Scheme_03,85.4186
2024-02-02,Scheme_03,84.3006
2024-02-05,Scheme_03,84.2763
2024-02-06,Scheme_03,85.2446
2024-02-07,Scheme_03,85.4976
2024-02-08,Scheme_03,85.6663
2024-02-09,Scheme_03,85.7272
2024-02-12,Scheme_03,84.9805
2024-02-13,Scheme_03,85.3589
2024-02-14,Scheme_03,85.4193
2024-02-15,Scheme_03,85.7945
2024-02-16,Scheme_03,86.3278
2024-02-19,Scheme_03,86.0422
2024-02-20,Scheme_03,86.0007
2024-02-21,Scheme_03,85.1253
2024-02-22,Scheme_03,84.7391
2024-02-23,Scheme_03,84.9966
2024-02-26,Scheme_03,85.5665
2024-02-27,Scheme_03,85.3779
2024-02-28,Scheme_03,85.1935
2024-02-29,Scheme_03,85.5914
2024-03-01,Scheme_03,86.2606
2024-03-04,Scheme_03,86.5292
2024-03-05,Scheme_03,86.8776
2024-03-06,Scheme_03,86.5786
2024-03-07,Scheme_03,85.5845
2024-03-08,Scheme_03,84.9959
2024-03-11,Scheme_03,84.3848
2024-03-12,Scheme_03,83.8235
2024-03-13,Scheme_03,84.0265
2024-03-14,Scheme_03,85.0536
2024-03-15,Scheme_03,84.8282
2024-03-18,Scheme_03,85.9775
2024-03-19,Scheme_03,84.6777
2024-03-20,Scheme_03,85.2529
2024-03-21,Scheme_03,85.6825
2024-03-22,Scheme_03,86.9353
2024-03-25,Scheme_03,85.8523
2024-03-26,Scheme_03,85.3429
2024-03-27,Scheme_03,86.0048
2024-03-28,Scheme_03,86.2643
2024-03-29,Scheme_03,87.0322
2024-04-01,Scheme_03,87.0347
2024-04-02,Scheme_03,87.1171
2024-04-03,Scheme_03,86.7941
2024-04-04,Scheme_03,86.6793
2024-04-05,Scheme_03,86.7558
2024-04-08,Scheme_03,86.0478
2024-04-09,Scheme_03,85.9456
2024-04-10,Scheme_03,84.0994
2024-04-11,Scheme_03,82.3999
2024-04-12,Scheme_03,82.6779
2024-04-15,Scheme_03,83.8416
2024-04-16,Scheme_03,85.1451
2024-04-17,Scheme_03,84.9148
2024-04-18,Scheme_03,84.7727
2024-04-19,Scheme_03,85.1309
2024-04-22,Scheme_03,85.7242
2024-04-23,Scheme_03,85.0239
2024-04-24,Scheme_03,86.308
2024-04-25,Scheme_03,86.1771
2024-04-26,Scheme_03,87.0518
2024-04-29,Scheme_03,86.625
2024-04-30,Scheme_03,85.9024
2024-05-01,Scheme_03,85.5318
2024-05-02,Scheme_03,85.7319
2024-05-03,Scheme_03,84.3021
2024-05-06,Scheme_03,84.4898
2024-05-07,Scheme_03,84.456
2024-05-08,Scheme_03,84.2926
2024-05-09,Scheme_03,85.2452
2024-05-10,Scheme_03,86.1825
2024-05-13,Scheme_03,86.9671
2024-05-14,Scheme_03,87.0825
2024-05-15,Scheme_03,86.7582
2024-05-16,Scheme_03,87.6517
2024-05-17,Scheme_03,87.9712
2024-05-20,Scheme_03,89.192
2024-05-21,Scheme_03,89.8999
2024-05-22,Scheme_03,89.5066
2024-05-23,Scheme_03,89.8557
2024-05-24,Scheme_03,89.9396
2024-05-27,Scheme_03,89.9388
2024-05-28,Scheme_03,89.9162
2024-05-29,Scheme_03,89.7488
2024-05-30,Scheme_03,90.0803
2024-05-31,Scheme_03,90.0358
2024-06-03,Scheme_03,89.9144
2024-06-04,Scheme_03,88.9846
2024-06-05,Scheme_03,88.112
2024-06-06,Scheme_03,88.2058
2024-06-07,Scheme_03,87.9642
2024-06-10,Scheme_03,87.0742
2024-06-11,Scheme_03,87.2387
2024-06-12,Scheme_03,86.9675
2024-06-13,Scheme_03,85.7621
2024-06-14,Scheme_03,85.1746
2024-06-17,Scheme_03,86.289
2024-06-18,Scheme_03,86.1793
2024-06-19,Scheme_03,85.7564
2024-06-20,Scheme_03,85.0211
2024-06-21,Scheme_03,84.2912
2024-06-24,Scheme_03,84.8256
2024-06-25,Scheme_03,84.9251
2024-06-26,Scheme_03,85.4559
2024-06-27,Scheme_03,85.3122
2024-06-28,Scheme_03,86.0982
2024-07-01,Scheme_03,86.5495
2024-07-02,Scheme_03,87.1975
2024-07-03,Scheme_03,87.3237
2024-07-04,Scheme_03,86.6794
2024-07-05,Scheme_03,86.034
2024-07-08,Scheme_03,87.3314
2024-07-09,Scheme_03,87.7534
2024-07-10,Scheme_03,88.1306
2024-07-11,Scheme_03,88.3247
2024-07-12,Scheme_03,87.4141
2024-07-15,Scheme_03,86.7126
2024-07-16,Scheme_03,86.3357
2024-07-17,Scheme_03,86.6762
2024-07-18,Scheme_03,87.3424
2024-07-19,Scheme_03,86.2518
2024-07-22,Scheme_03,85.8364
2024-07-23,Scheme_03,85.4578
2024-07-24,Scheme_03,87.0406
2024-07-25,Scheme_03,86.8409
2024-07-26,Scheme_03,86.1556
2024-07-29,Scheme_03,85.8289
2024-07-30,Scheme_03,84.5617
2024-07-31,Scheme_03,85.2476
2024-08-01,Scheme_03,85.583
2024-08-02,Scheme_03,85.1232
2024-08-05,Scheme_03,85.6442
2024-08-06,Scheme_03,86.5699
2024-08-07,Scheme_03,85.9107
2024-08-08,Scheme_03,84.884
2024-08-09,Scheme_03,84.0534
2024-08-12,Scheme_03,83.7261
2024-08-13,Scheme_03,83.9027
2024-08-14,Scheme_03,83.7247
2024-08-15,Scheme_03,84.6132
2024-08-16,Scheme_03,84.8379
2024-08-19,Scheme_03,84.6932
2024-08-20,Scheme_03,84.1904
2024-08-21,Scheme_03,84.2325
2024-08-22,Scheme_03,83.7136
2024-08-23,Scheme_03,83.9367
2024-08-26,Scheme_03,84.0052
2024-08-27,Scheme_03,83.2443
